state,district,pincode_x,age_0_5,age_5_17,age_18_greater,pincode_y,bio_age_5_17,bio_age_17_,pincode,demo_age_5_17,demo_age_17_,child_to_bio_gap,demo_without_bio_gap,child_to_adult_gap,q1_insight,migration_pressure_index,migration_signal
karnataka,vijayanagara,549352025,1792,229,56,762207628,4753,13027,1096962175,1207,9205,-4524,-3822,173,Backlog clearing / catch-up activity,390.0350877,Severe urban pressure (migration hub)
karnataka,vijayapura,2141815590,7830,1694,94,3751428291,48504,45084,4093745766,6830,36153,-46810,-8931,1600,Backlog clearing / catch-up activity,855.1263158,Severe urban pressure (migration hub)
karnataka,yadgir,937580690,5327,1335,107,1484210987,29900,28036,1595994669,5104,20531,-28565,-7505,1228,Backlog clearing / catch-up activity,449.6944444,Severe urban pressure (migration hub)
kerala,alappuzha,1641833757,2501,841,131,5129986316,31377,46775,5615330093,2434,31566,-30536,-15209,710,Backlog clearing / catch-up activity,593.4924242,Severe urban pressure (migration hub)
kerala,ernakulam,2378326528,4126,1717,332,6143729742,55478,76160,6725691981,4807,51002,-53761,-25158,1385,Backlog clearing / catch-up activity,381.8678679,Severe urban pressure (migration hub)
kerala,idukki,759622006,1377,252,28,2409856148,17757,24651,2493502664,1399,12534,-17505,-12117,224,Backlog clearing / catch-up activity,1282.241379,Severe urban pressure (migration hub)
kerala,kannur,2082582957,3942,1623,230,4765399990,45080,63254,5041625039,3939,46742,-43457,-16512,1393,Backlog clearing / catch-up activity,476.1731602,Severe urban pressure (migration hub)
kerala,kasaragod,1067453877,2899,797,62,2129536606,33231,33817,2326901711,1945,23615,-32434,-10202,735,Backlog clearing / catch-up activity,911.6190476,Severe urban pressure (migration hub)
kerala,kollam,2084641449,3749,969,213,5454960389,45162,68730,5912514980,3877,42679,-44193,-26051,756,Backlog clearing / catch-up activity,520.6028037,Severe urban pressure (migration hub)
kerala,kottayam,1547179914,2422,761,52,5294277177,28427,42529,5684914951,2265,26905,-27666,-15624,709,Backlog clearing / catch-up activity,1310.075472,Severe urban pressure (migration hub)
kerala,kozhikode,2137998771,4506,1812,202,4467038184,55579,83306,4915463745,7534,65408,-53767,-17898,1610,Backlog clearing / catch-up activity,732.5812808,Severe urban pressure (migration hub)
kerala,malappuram,3119374349,9995,3829,245,5166365234,85920,114585,5658083740,8030,121183,-82091,6598,3584,Backlog clearing / catch-up activity,958.4065041,Severe urban pressure (migration hub)
kerala,palakkad,2487257237,5075,1291,169,6430892949,52290,86996,6577434177,3362,40556,-50999,-46440,1122,Backlog clearing / catch-up activity,750.3058824,Severe urban pressure (migration hub)
kerala,pathanamthitta,1040778913,1372,456,72,4425111712,18411,34708,4834019447,1892,18507,-17955,-16201,384,Backlog clearing / catch-up activity,728.9726027,Severe urban pressure (migration hub)
kerala,thiruvananthapuram,2524707444,4738,1311,432,6115936377,49069,82059,6688864145,4485,50714,-47758,-31345,879,Backlog clearing / catch-up activity,306.6351039,Severe urban pressure (migration hub)
kerala,thrissur,2791876316,4842,1572,485,7495067878,51589,77411,8206074456,4408,48848,-50017,-28563,1087,Backlog clearing / catch-up activity,259.7921811,Severe urban pressure (migration hub)
kerala,wayanad,451371971,1244,222,18,975420050,11323,21331,1035936962,1277,12189,-11101,-9142,204,Backlog clearing / catch-up activity,1764.210526,Severe urban pressure (migration hub)
ladakh,kargil,90292861,747,255,8,158639315,3078,1898,89903409,392,1151,-2823,-747,247,Backlog clearing / catch-up activity,338.7777778,Severe urban pressure (migration hub)
ladakh,leh,37673080,258,52,12,133806432,2364,2241,75541818,234,1392,-2312,-849,40,Backlog clearing / catch-up activity,279.4615385,Severe urban pressure (migration hub)
lakshadweep,lakshadweep,106478558,189,10,1,371309862,2028,2367,354928535,170,1006,-2018,-1361,9,Backlog clearing / catch-up activity,1686.5,Severe urban pressure (migration hub)
madhya pradesh,agar-malwa,168948974,2035,383,29,221545643,5102,10022,0,0,0,-4719,-10022,354,Backlog clearing / catch-up activity,334.0666667,Severe urban pressure (migration hub)
madhya pradesh,alirajpur,192779986,3202,3262,369,272449120,31963,25236,0,0,0,-28701,-25236,2893,Backlog clearing / catch-up activity,68.20540541,Severe urban pressure (migration hub)
madhya pradesh,anuppur,325524317,2782,317,13,503779367,29696,34022,0,0,0,-29379,-34022,304,Backlog clearing / catch-up activity,2430.142857,Severe urban pressure (migration hub)
madhya pradesh,ashoknagar,205454103,5210,2548,261,280256281,40545,24992,0,0,0,-37997,-24992,2287,Backlog clearing / catch-up activity,95.38931298,Severe urban pressure (migration hub)
madhya pradesh,balaghat,580877823,6020,504,28,785415247,66311,45814,0,0,0,-65807,-45814,476,Backlog clearing / catch-up activity,1579.793103,Severe urban pressure (migration hub)
madhya pradesh,barwani,261936311,12636,8219,665,326960924,70211,55283,0,0,0,-61992,-55283,7554,Backlog clearing / catch-up activity,83.00750751,Severe urban pressure (migration hub)
madhya pradesh,betul,525839416,6688,1145,129,776425461,65712,75488,0,0,0,-64567,-75488,1016,Backlog clearing / catch-up activity,580.6769231,Severe urban pressure (migration hub)
madhya pradesh,bhind,578046502,8329,4700,638,768510487,47034,28538,0,0,0,-42334,-28538,4062,Backlog clearing / catch-up activity,44.66040689,Severe urban pressure (migration hub)
madhya pradesh,bhopal,748649512,10968,1396,154,1146986676,82346,87580,0,0,0,-80950,-87580,1242,Backlog clearing / catch-up activity,565.0322581,Severe urban pressure (migration hub)
madhya pradesh,burhanpur,124745845,6457,2716,387,178808379,31718,36692,0,0,0,-29002,-36692,2329,Backlog clearing / catch-up activity,94.56701031,Severe urban pressure (migration hub)
madhya pradesh,chhatarpur,607562988,11039,5752,365,767815154,79804,57343,0,0,0,-74052,-57343,5387,Backlog clearing / catch-up activity,156.6748634,Severe urban pressure (migration hub)
madhya pradesh,chhindwara,665667715,8093,593,47,954748046,59656,66670,0,0,0,-59063,-66670,546,Backlog clearing / catch-up activity,1388.958333,Severe urban pressure (migration hub)
madhya pradesh,damoh,349279449,4907,870,47,469774740,66943,47549,0,0,0,-66073,-47549,823,Backlog clearing / catch-up activity,990.6041667,Severe urban pressure (migration hub)
madhya pradesh,datia,271091564,3906,1734,42,343857236,25418,16877,0,0,0,-23684,-16877,1692,Backlog clearing / catch-up activity,392.4883721,Severe urban pressure (migration hub)
madhya pradesh,dewas,386497629,8179,1881,82,525790108,53203,57127,0,0,0,-51322,-57127,1799,Backlog clearing / catch-up activity,688.2771084,Severe urban pressure (migration hub)
madhya pradesh,dhar,459845611,8549,3376,423,652955143,70968,58479,0,0,0,-67592,-58479,2953,Backlog clearing / catch-up activity,137.9221698,Severe urban pressure (migration hub)
madhya pradesh,dindori,224544615,2352,224,1,318501877,31247,23118,0,0,0,-31023,-23118,223,Backlog clearing / catch-up activity,11559,Severe urban pressure (migration hub)
madhya pradesh,guna,383278528,7324,2145,62,575414837,72067,46450,0,0,0,-69922,-46450,2083,Backlog clearing / catch-up activity,737.3015873,Severe urban pressure (migration hub)
madhya pradesh,gwalior,563626568,11897,5422,823,708776679,62514,50169,0,0,0,-57092,-50169,4599,Backlog clearing / catch-up activity,60.88470874,Severe urban pressure (migration hub)
madhya pradesh,harda,183611711,2179,466,18,304941248,18376,23436,0,0,0,-17910,-23436,448,Backlog clearing / catch-up activity,1233.473684,Severe urban pressure (migration hub)
madhya pradesh,indore,815094513,16285,4845,605,1078646264,97642,102169,0,0,0,-92797,-102169,4240,Backlog clearing / catch-up activity,168.5957096,Severe urban pressure (migration hub)
madhya pradesh,jabalpur,668849215,10373,1630,99,969416409,75951,68601,0,0,0,-74321,-68601,1531,Backlog clearing / catch-up activity,686.01,Severe urban pressure (migration hub)
madhya pradesh,jhabua,257736296,6470,6424,328,348376709,48191,31607,0,0,0,-41767,-31607,6096,Backlog clearing / catch-up activity,96.06990881,Severe urban pressure (migration hub)
madhya pradesh,katni,440517963,8108,2237,112,551716822,50516,35794,0,0,0,-48279,-35794,2125,Backlog clearing / catch-up activity,316.7610619,Severe urban pressure (migration hub)
madhya pradesh,khandwa (east nimar),698597892,5424,2626,101,1116179024,42481,46703,0,0,0,-39855,-46703,2525,Backlog clearing / catch-up activity,457.872549,Severe urban pressure (migration hub)
madhya pradesh,khargone (west nimar),647496709,10232,4630,507,1134735977,74897,82990,0,0,0,-70267,-82990,4123,Backlog clearing / catch-up activity,163.3661417,Severe urban pressure (migration hub)
madhya pradesh,maihar,119501078,365,20,19,208392415,196,1325,0,0,0,-176,-1325,1,Backlog clearing / catch-up activity,66.25,Severe urban pressure (migration hub)
madhya pradesh,mandla,426851346,4464,245,5,579079781,31743,23173,0,0,0,-31498,-23173,240,Backlog clearing / catch-up activity,3862.166667,Severe urban pressure (migration hub)
madhya pradesh,mandsaur,511363291,7238,740,24,645726485,41952,38663,0,0,0,-41212,-38663,716,Backlog clearing / catch-up activity,1546.52,Severe urban pressure (migration hub)
madhya pradesh,mauganj,104555329,365,54,1,171178648,83,978,0,0,0,-29,-978,53,Backlog clearing / catch-up activity,489,Severe urban pressure (migration hub)
madhya pradesh,morena,378125934,13849,7442,665,451948398,80554,44100,0,0,0,-73112,-44100,6777,Backlog clearing / catch-up activity,66.21621622,Severe urban pressure (migration hub)
madhya pradesh,narmadapuram,513608347,5618,868,40,861078402,42336,50441,0,0,0,-41468,-50441,828,Backlog clearing / catch-up activity,1230.268293,Severe urban pressure (migration hub)
madhya pradesh,narsimhapur,688674261,4664,1367,92,1101497493,38401,29564,0,0,0,-37034,-29564,1275,Backlog clearing / catch-up activity,317.8924731,Severe urban pressure (migration hub)
madhya pradesh,neemuch,340942723,4066,714,17,483942724,32382,20040,0,0,0,-31668,-20040,697,Backlog clearing / catch-up activity,1113.333333,Severe urban pressure (migration hub)
madhya pradesh,niwari,50069433,113,15,9,140293775,1036,969,0,0,0,-1021,-969,6,Backlog clearing / catch-up activity,96.9,Severe urban pressure (migration hub)
madhya pradesh,pandhurna,28334039,62,2,28,88839373,78,299,0,0,0,-76,-299,-26,Backlog clearing / catch-up activity,10.31034483,Severe urban pressure (migration hub)
madhya pradesh,panna,345677383,6676,2288,128,432581460,48955,35593,0,0,0,-46667,-35593,2160,Backlog clearing / catch-up activity,275.9147287,Severe urban pressure (migration hub)
madhya pradesh,raisen,494335348,6014,1149,120,653700340,64313,43559,0,0,0,-63164,-43559,1029,Backlog clearing / catch-up activity,359.9917355,Severe urban pressure (migration hub)
madhya pradesh,rajgarh,414455975,6132,1421,31,535070853,72995,68140,0,0,0,-71574,-68140,1390,Backlog clearing / catch-up activity,2129.375,Severe urban pressure (migration hub)
madhya pradesh,ratlam,374523078,6248,1380,73,484286594,78617,45714,0,0,0,-77237,-45714,1307,Backlog clearing / catch-up activity,617.7567568,Severe urban pressure (migration hub)
madhya pradesh,rewa,879697309,8983,1378,28,1159768860,106704,64207,0,0,0,-105326,-64207,1350,Backlog clearing / catch-up activity,2214.034483,Severe urban pressure (migration hub)
madhya pradesh,sagar,734905001,11119,1747,381,973250783,101962,66932,0,0,0,-100215,-66932,1366,Backlog clearing / catch-up activity,175.2146597,Severe urban pressure (migration hub)
madhya pradesh,satna,764583811,10879,1842,118,990343607,89494,64787,0,0,0,-87652,-64787,1724,Backlog clearing / catch-up activity,544.4285714,Severe urban pressure (migration hub)
madhya pradesh,sehore,419662871,4984,1253,53,677527609,50540,54456,0,0,0,-49287,-54456,1200,Backlog clearing / catch-up activity,1008.444444,Severe urban pressure (migration hub)
madhya pradesh,seoni,460692235,5425,477,10,616023691,40141,34198,0,0,0,-39664,-34198,467,Backlog clearing / catch-up activity,3108.909091,Severe urban pressure (migration hub)
madhya pradesh,shahdol,362842129,4133,758,59,586630965,42254,41265,0,0,0,-41496,-41265,699,Backlog clearing / catch-up activity,687.75,Severe urban pressure (migration hub)
madhya pradesh,shajapur,509423257,5663,968,18,753478892,55018,55440,0,0,0,-54050,-55440,950,Backlog clearing / catch-up activity,2917.894737,Severe urban pressure (migration hub)
madhya pradesh,sheopur,160526344,3696,3077,137,194823899,29797,19612,0,0,0,-26720,-19612,2940,Backlog clearing / catch-up activity,142.115942,Severe urban pressure (migration hub)
madhya pradesh,shivpuri,505068233,6846,4544,734,680446419,81056,68785,0,0,0,-76512,-68785,3810,Backlog clearing / catch-up activity,93.58503401,Severe urban pressure (migration hub)
madhya pradesh,sidhi,274032609,5405,619,15,380133583,64387,36521,0,0,0,-63768,-36521,604,Backlog clearing / catch-up activity,2282.5625,Severe urban pressure (migration hub)
madhya pradesh,singrauli,285294014,5365,788,18,419659588,67122,26015,0,0,0,-66334,-26015,770,Backlog clearing / catch-up activity,1369.210526,Severe urban pressure (migration hub)
madhya pradesh,tikamgarh,494424863,5506,1440,23,639881065,80179,58024,0,0,0,-78739,-58024,1417,Backlog clearing / catch-up activity,2417.666667,Severe urban pressure (migration hub)
madhya pradesh,ujjain,643071991,12024,1644,92,819766292,81341,56265,0,0,0,-79697,-56265,1552,Backlog clearing / catch-up activity,605,Severe urban pressure (migration hub)
madhya pradesh,umaria,228233706,4219,839,34,293684187,18498,16173,0,0,0,-17659,-16173,805,Backlog clearing / catch-up activity,462.0857143,Severe urban pressure (migration hub)
madhya pradesh,vidisha,343039920,7800,2108,170,449342644,62510,51270,0,0,0,-60402,-51270,1938,Backlog clearing / catch-up activity,299.8245614,Severe urban pressure (migration hub)
maharashtra,ahilyanagar,1612404078,9425,2410,157,3676080705,157491,180758,4274630063,7440,199281,-155081,18523,2253,Backlog clearing / catch-up activity,2405.310127,Severe urban pressure (migration hub)
maharashtra,akola,515680218,3908,681,48,1045181895,48187,111269,1053618543,2333,49479,-47506,-61790,633,Backlog clearing / catch-up activity,3280.571429,Severe urban pressure (migration hub)
maharashtra,amravati,829895080,5721,991,107,1530660225,94105,203865,1552959982,4805,77051,-93114,-126814,884,Backlog clearing / catch-up activity,2601.074074,Severe urban pressure (migration hub)
maharashtra,beed,731257146,7803,2544,269,1394724094,106428,134093,1488348341,7916,146287,-103884,12194,2275,Backlog clearing / catch-up activity,1038.444444,Severe urban pressure (migration hub)
maharashtra,bhandara,343336697,1798,53,6,721540510,29335,61604,736582657,1390,30918,-29282,-30686,47,Backlog clearing / catch-up activity,13217.42857,Severe urban pressure (migration hub)
maharashtra,buldhana,942430804,6680,1172,142,1993276493,80812,151035,1994538154,3650,120181,-79640,-30854,1030,Backlog clearing / catch-up activity,1896.615385,Severe urban pressure (migration hub)
maharashtra,chandrapur,550104353,3932,355,86,1171901338,58395,130662,1204166130,2894,99889,-58040,-30773,269,Backlog clearing / catch-up activity,2650.011494,Severe urban pressure (migration hub)
maharashtra,chhatrapati sambhajinagar,1190902096,12681,5167,394,1888720797,99701,184842,0,0,0,-94534,-184842,4773,Backlog clearing / catch-up activity,467.9544304,Severe urban pressure (migration hub)
maharashtra,dharashiv,521066569,3308,712,37,977205990,55494,82220,1414736504,2618,93299,-54782,11079,675,Backlog clearing / catch-up activity,4618.921053,Severe urban pressure (migration hub)
maharashtra,dhule,618281810,7137,4748,513,924071266,67087,111567,941450809,3191,51948,-62339,-59619,4235,Backlog clearing / catch-up activity,318.1225681,Severe urban pressure (migration hub)
maharashtra,gadchiroli,333036863,2032,249,22,544429603,35925,92146,588218067,2149,46739,-35676,-45407,227,Backlog clearing / catch-up activity,6038.478261,Severe urban pressure (migration hub)
maharashtra,gondia,300850072,2782,106,6,840665986,31467,55983,905166808,3094,58416,-31361,2433,100,Backlog clearing / catch-up activity,16342.71429,Severe urban pressure (migration hub)
maharashtra,hingoli,238677601,6290,1434,367,389290813,43491,65502,411300159,2339,83734,-42057,18232,1067,Backlog clearing / catch-up activity,405.5326087,Severe urban pressure (migration hub)
maharashtra,jalgaon,1181664647,10278,2514,198,2098783358,137745,239019,2157835437,6622,126677,-135231,-112342,2316,Backlog clearing / catch-up activity,1837.668342,Severe urban pressure (migration hub)
maharashtra,jalna,478677535,4523,907,19,878462843,66432,109470,909510920,3175,63848,-65525,-45622,888,Backlog clearing / catch-up activity,8665.9,Severe urban pressure (migration hub)
maharashtra,kolhapur,1263505337,6266,945,72,2566643324,108822,134578,2691055473,4951,108936,-107877,-25642,873,Backlog clearing / catch-up activity,3335.808219,Severe urban pressure (migration hub)
maharashtra,latur,554861703,5727,1596,148,833851453,64817,152978,884824627,5080,101516,-63221,-51462,1448,Backlog clearing / catch-up activity,1708.013423,Severe urban pressure (migration hub)
maharashtra,mumbai,2128694246,12629,4155,235,3995757635,138420,269989,4328242517,9782,141177,-134265,-128812,3920,Backlog clearing / catch-up activity,1742.228814,Severe urban pressure (migration hub)
maharashtra,mumbai suburban,1271833496,12642,4876,775,2446052020,92480,69817,0,0,0,-87604,-69817,4101,Backlog clearing / catch-up activity,89.97036082,Severe urban pressure (migration hub)
maharashtra,nagpur,1316022586,9950,1461,222,2322430686,101340,207830,2510164486,10795,120154,-99879,-87676,1239,Backlog clearing / catch-up activity,1470.780269,Severe urban pressure (migration hub)
maharashtra,nanded,866454907,9014,2384,335,1489864357,109937,193892,1604704415,6103,207137,-107553,13245,2049,Backlog clearing / catch-up activity,1193.53869,Severe urban pressure (migration hub)
maharashtra,nandurbar,530500722,7657,2617,238,906996979,61961,121990,849139329,2487,34306,-59344,-87684,2379,Backlog clearing / catch-up activity,653.958159,Severe urban pressure (migration hub)
maharashtra,nashik,1548340709,15959,5624,303,2547270747,193789,319902,2739570616,12702,200298,-188165,-119604,5321,Backlog clearing / catch-up activity,1711.184211,Severe urban pressure (migration hub)
maharashtra,palghar,648532899,7216,3086,164,1178691552,83908,59128,1266117744,7379,89553,-80822,30425,2922,Backlog clearing / catch-up activity,901.0969697,Severe urban pressure (migration hub)
maharashtra,parbhani,439280671,4961,985,199,636054231,68078,95184,700350947,3709,98678,-67093,3494,786,Backlog clearing / catch-up activity,969.31,Severe urban pressure (migration hub)
maharashtra,pune,2687977164,23637,6256,1131,4712686025,259934,279737,5079515800,26863,331203,-253678,51466,5125,Backlog clearing / catch-up activity,539.6996466,Severe urban pressure (migration hub)
maharashtra,raigad,1165670396,6931,1515,100,2810108777,72064,82481,3291808943,6256,107871,-70549,25390,1415,Backlog clearing / catch-up activity,1884.673267,Severe urban pressure (migration hub)
maharashtra,ratnagiri,622420560,2289,212,32,2318768640,53607,73378,2321275088,2464,46833,-53395,-26545,180,Backlog clearing / catch-up activity,3642.757576,Severe urban pressure (migration hub)
maharashtra,sangli,857299906,5611,1772,133,2150409280,84858,111871,2135901216,3191,80141,-83086,-31730,1639,Backlog clearing / catch-up activity,1432.925373,Severe urban pressure (migration hub)
maharashtra,satara,957555322,5004,687,156,2549926835,95581,91638,2585113736,3422,84034,-94894,-7604,531,Backlog clearing / catch-up activity,1118.929936,Severe urban pressure (migration hub)
maharashtra,sindhudurg,332445645,1096,55,22,1502717524,19381,23469,1544383614,944,24823,-19326,1354,33,Backlog clearing / catch-up activity,2099.652174,Severe urban pressure (migration hub)
maharashtra,solapur,1208664335,9349,2383,259,2331138080,141347,157773,2526637740,6173,225846,-138964,68073,2124,Backlog clearing / catch-up activity,1475.457692,Severe urban pressure (migration hub)
maharashtra,thane,1703409649,28706,13312,949,2934952972,189693,329821,3137598863,30085,342002,-176381,12181,12363,Backlog clearing / catch-up activity,707.1821053,Severe urban pressure (migration hub)
maharashtra,wardha,298919923,1812,82,5,650010147,36922,74485,601818351,1756,23421,-36840,-51064,77,Backlog clearing / catch-up activity,16317.66667,Severe urban pressure (migration hub)
maharashtra,washim,296416268,3007,296,45,646151871,40915,84307,623938544,1351,49436,-40619,-34871,251,Backlog clearing / catch-up activity,2907.456522,Severe urban pressure (migration hub)
maharashtra,yavatmal,693186137,5926,1285,201,1174917072,82393,206365,1214092990,3866,169822,-81108,-36543,1084,Backlog clearing / catch-up activity,1862.311881,Severe urban pressure (migration hub)
manipur,bishnupur,148689504,512,540,42,213094902,19154,10024,238538511,4651,32725,-18614,22701,498,Backlog clearing / catch-up activity,994.1627907,Severe urban pressure (migration hub)
manipur,chandel,159024014,240,467,5,374501095,4470,3069,401536402,982,6395,-4003,3326,462,Backlog clearing / catch-up activity,1577.333333,Severe urban pressure (migration hub)
manipur,churachandpur,255232146,1242,3235,105,511257006,10665,6485,570890967,1728,12831,-7430,6346,3130,Backlog clearing / catch-up activity,182.2264151,Severe urban pressure (migration hub)
manipur,imphal east,355393124,547,527,9,719536610,35938,20713,0,0,0,-35411,-20713,518,Backlog clearing / catch-up activity,2071.3,Severe urban pressure (migration hub)
manipur,imphal west,395944419,635,522,32,840392372,35103,23950,0,0,0,-34581,-23950,490,Backlog clearing / catch-up activity,725.7575758,Severe urban pressure (migration hub)
manipur,jiribam,54067863,53,88,1,102569910,432,1285,135964757,294,1470,-344,185,87,Backlog clearing / catch-up activity,1377.5,Severe urban pressure (migration hub)
manipur,kakching,47706192,38,66,1,117675512,1314,654,169358309,600,2725,-1248,2071,65,Backlog clearing / catch-up activity,1689.5,Severe urban pressure (migration hub)
manipur,pherzawl,4774217,1,10,0,1593749,2,0,46117018,14,162,8,162,10,Healthy lifecycle,162,Severe urban pressure (migration hub)
manipur,senapati,473085049,760,693,15,1129837237,11897,8794,1308735628,4171,17665,-11204,8871,678,Backlog clearing / catch-up activity,1653.6875,Severe urban pressure (migration hub)
manipur,tamenglong,188448282,297,611,29,345089862,3887,3423,380870964,1980,6715,-3276,3292,582,Backlog clearing / catch-up activity,337.9333333,Severe urban pressure (migration hub)
manipur,thoubal,272730038,416,597,6,508087405,31755,21952,516038631,6937,48002,-31158,26050,591,Backlog clearing / catch-up activity,9993.428571,Severe urban pressure (migration hub)
manipur,ukhrul,147896323,342,412,14,291017757,5987,5968,326004410,1727,11521,-5575,5553,398,Backlog clearing / catch-up activity,1165.933333,Severe urban pressure (migration hub)
meghalaya,east garo hills,141042832,1012,3354,1672,112650593,900,1386,0,0,0,2454,-1386,1682,Moderate biometric drop-off,0.828451883,Stable / low migration
meghalaya,east jaintia hills,108665497,983,2346,1796,122149641,1906,650,0,0,0,440,-650,550,Healthy lifecycle,0.361713968,Stable / low migration
meghalaya,east khasi hills,1038884685,4255,14542,9932,1351339139,8142,10278,0,0,0,6400,-10278,4610,Moderate biometric drop-off,1.034732709,Moderate migration
meghalaya,eastern west khasi hills,44414717,3,222,587,6344960,2,6,0,0,0,220,-6,-365,Healthy lifecycle,0.010204082,Stable / low migration
meghalaya,north garo hills,167134478,457,1831,757,172747808,737,352,0,0,0,1094,-352,1074,Healthy lifecycle,0.464379947,Stable / low migration
meghalaya,ri bhoi,287454401,1338,4573,3366,296947230,2634,1464,0,0,0,1939,-1464,1207,Healthy lifecycle,0.434808435,Stable / low migration
meghalaya,south garo hills,178668263,568,2417,1446,140553121,540,609,0,0,0,1877,-609,971,Healthy lifecycle,0.420870767,Stable / low migration
meghalaya,south west garo hills,138969044,2417,1652,883,166762724,2326,1807,0,0,0,-674,-1807,769,Backlog clearing / catch-up activity,2.044117647,Moderate migration
meghalaya,south west khasi hills,134036013,789,1532,1114,148311974,1726,1104,0,0,0,-194,-1104,418,Backlog clearing / catch-up activity,0.990134529,Stable / low migration
meghalaya,west garo hills,389887041,4543,6772,4539,439913507,7358,21293,0,0,0,-586,-21293,2233,Backlog clearing / catch-up activity,4.690088106,High migration activity
meghalaya,west jaintia hills,191147566,2386,5560,3795,192733564,3707,1547,0,0,0,1853,-1547,1765,Healthy lifecycle,0.407534247,Stable / low migration
meghalaya,west khasi hills,119725044,2410,8148,5310,119760700,2999,2336,0,0,0,5149,-2336,2838,Moderate biometric drop-off,0.439841838,Stable / low migration
mizoram,aizawl,384499045,762,235,60,828719341,14553,7341,945741301,789,6083,-14318,-1258,175,Backlog clearing / catch-up activity,220.0655738,Severe urban pressure (migration hub)
mizoram,champhai,138558790,803,261,89,253227230,5328,2788,322507289,440,4069,-5067,1281,172,Backlog clearing / catch-up activity,76.18888889,Severe urban pressure (migration hub)
mizoram,hnahthial,1593142,2,0,0,11948180,10,7,24692951,4,43,-10,36,0,Backlog clearing / catch-up activity,50,Severe urban pressure (migration hub)
mizoram,khawzawl,13537450,5,7,24,6370540,6,2,20704300,8,27,1,25,-17,Healthy lifecycle,1.16,Moderate migration
mizoram,kolasib,97917849,188,51,35,276238582,4048,1937,311265320,575,2499,-3997,562,16,Backlog clearing / catch-up activity,123.2222222,Severe urban pressure (migration hub)
mizoram,lawngtlai,140241371,1149,371,97,251796515,5932,3525,265342946,352,3543,-5561,18,274,Backlog clearing / catch-up activity,72.12244898,Severe urban pressure (migration hub)
mizoram,lunglei,148181106,540,115,69,325039070,5866,3647,384784709,394,2453,-5751,-1194,46,Backlog clearing / catch-up activity,87.14285714,Severe urban pressure (migration hub)
mizoram,mamit,107519187,208,32,3,343264939,5628,1972,386270721,193,1181,-5596,-791,29,Backlog clearing / catch-up activity,788.25,Severe urban pressure (migration hub)
mizoram,saitual,6370117,2,3,7,18314062,26,24,65292975,8,119,-23,95,-4,Backlog clearing / catch-up activity,17.875,Severe urban pressure (migration hub)
mizoram,serchhip,44586309,76,16,6,175165538,1859,1622,164814724,226,865,-1843,-757,10,Backlog clearing / catch-up activity,355.2857143,Severe urban pressure (migration hub)
mizoram,siaha,82878114,373,179,102,122723304,2204,935,0,0,0,-2025,-935,77,Backlog clearing / catch-up activity,9.077669903,Severe urban pressure (migration hub)
nagaland,chumoukedima,55797585,37,95,50,98841601,245,406,220002109,192,1136,-150,730,45,Backlog clearing / catch-up activity,30.23529412,Severe urban pressure (migration hub)
nagaland,dimapur,228773961,1118,1787,276,454415574,8196,13532,448799533,561,5384,-6409,-8148,1511,Backlog clearing / catch-up activity,68.28880866,Severe urban pressure (migration hub)
nagaland,kiphire,59097224,163,687,51,69479179,1403,2346,78263900,201,1015,-716,-1331,636,Backlog clearing / catch-up activity,64.63461538,Severe urban pressure (migration hub)
nagaland,kohima,192882802,560,945,107,450332904,2928,8928,429612166,228,2136,-1983,-6792,838,Backlog clearing / catch-up activity,102.4444444,Severe urban pressure (migration hub)
nagaland,longleng,53507818,205,634,48,112605789,573,1605,121390679,132,688,61,-917,586,Healthy lifecycle,46.79591837,Severe urban pressure (migration hub)
nagaland,meluri,9565368,2,13,2,55000866,160,705,35073016,8,88,-147,-617,11,Backlog clearing / catch-up activity,264.3333333,Severe urban pressure (migration hub)
nagaland,mokokchung,118992601,132,304,43,336215233,1959,5892,331423325,151,1725,-1655,-4167,261,Backlog clearing / catch-up activity,173.1136364,Severe urban pressure (migration hub)
nagaland,mon,187673804,618,1415,169,249965544,4615,7588,269930668,675,2633,-3200,-4955,1246,Backlog clearing / catch-up activity,60.12352941,Severe urban pressure (migration hub)
nagaland,niuland,17536491,14,15,2,44638386,96,129,82102761,30,189,-81,60,13,Backlog clearing / catch-up activity,106,Severe urban pressure (migration hub)
nagaland,noklak,45521682,70,241,38,60695576,211,461,69480462,62,385,30,-76,203,Healthy lifecycle,21.69230769,Severe urban pressure (migration hub)
nagaland,peren,74927858,510,843,100,154637393,1563,2277,169782701,330,968,-720,-1309,743,Backlog clearing / catch-up activity,32.12871287,Severe urban pressure (migration hub)
nagaland,phek,148262131,307,692,39,268625131,1473,5651,243914715,140,1006,-781,-4645,653,Backlog clearing / catch-up activity,166.425,Severe urban pressure (migration hub)
nagaland,shamator,45521796,3,213,23,42327284,36,134,67883380,51,382,177,248,190,Healthy lifecycle,21.5,Severe urban pressure (migration hub)
nagaland,tseminyu,15145071,7,15,10,26304589,40,87,41449664,7,84,-25,-3,5,Backlog clearing / catch-up activity,15.54545455,Severe urban pressure (migration hub)
nagaland,tuensang,126181020,512,975,84,248369189,2365,6265,250765067,354,2577,-1390,-3688,891,Backlog clearing / catch-up activity,104.0235294,Severe urban pressure (migration hub)
nagaland,wokha,68552852,118,409,30,121170694,1727,3808,117971843,62,751,-1318,-3057,379,Backlog clearing / catch-up activity,147.0645161,Severe urban pressure (migration hub)
