Month,Receiver_District,Receiver_Stress,Donor_District,Donor_Stress,Priority
Nov,bishnupur,3.6,eastern west khasi hills,0.2,CRITICAL
Nov,beed,3.6,chatra,0.2,CRITICAL
Nov,thiruvarur,3.6,lower dibang valley,0.2,CRITICAL
Nov,pashchim champaran,3.6,sehore,0.2,CRITICAL
Nov,jhabua,3.59,kota,0.2,CRITICAL
Nov,chittorgarh,3.59,una,0.2,CRITICAL
Nov,rudraprayag,3.58,deogarh,0.2,CRITICAL
Nov,gandhinagar,3.58,khordha,0.2,CRITICAL
Nov,balaghat,3.58,tiruvannamalai,0.2,CRITICAL
Nov,dadra and nagar haveli,3.57,sri muktsar sahib,0.2,CRITICAL
Nov,pratapgarh,3.57,kollam,0.2,CRITICAL
Nov,ambala,3.57,gajapati,0.2,CRITICAL
Nov,bemetara,3.56,thanjavur,0.2,CRITICAL
Nov,haridwar,3.56,jalgaon,0.2,CRITICAL
Nov,chhotaudepur,3.56,bilaspur,0.2,CRITICAL
Nov,chengalpattu,3.56,imphal west,0.2,CRITICAL
Nov,chhotaudepur,3.56,junagadh,0.2,CRITICAL
Nov,manendragarh chirmiri bharatpur,3.56,south garo hills,0.2,CRITICAL
Nov,porbandar,3.55,ariyalur,0.2,CRITICAL
Nov,bundi,3.55,mansa,0.2,CRITICAL
Nov,namsai,3.55,nagaur,0.2,CRITICAL
Nov,purba medinipur,3.55,sawai madhopur,0.21,CRITICAL
Nov,bharuch,3.54,dharashiv,0.21,CRITICAL
Nov,gandhinagar,3.54,dindori,0.21,CRITICAL
Nov,firozabad,3.54,nainital,0.21,CRITICAL
Nov,imphal east,3.54,udhampur,0.21,CRITICAL
Nov,paschim bardhaman,3.54,mandya,0.21,CRITICAL
Nov,south east,3.54,sheopur,0.21,CRITICAL
Nov,faridabad,3.54,chamoli,0.21,CRITICAL
Nov,kaimur (bhabua),3.53,north garo hills,0.21,CRITICAL
Nov,lohit,3.53,pali,0.21,CRITICAL
Nov,theni,3.52,bhilwara,0.21,CRITICAL
Nov,harda,3.52,barabanki,0.21,CRITICAL
Nov,narmada,3.52,belagavi,0.21,CRITICAL
Nov,birbhum,3.52,kaimur bhabua,0.21,CRITICAL
Nov,morbi,3.52,east garo hills,0.21,CRITICAL
Nov,ramgarh,3.52,dimapur,0.21,CRITICAL
Nov,sangli,3.52,bhopal,0.21,CRITICAL
Nov,solapur,3.52,lalitpur,0.21,CRITICAL
Nov,kolkata,3.52,west kameng,0.21,CRITICAL
Nov,ratlam,3.51,majuli,0.21,CRITICAL
Nov,kondagaon,3.51,deoghar,0.21,CRITICAL
Nov,junagadh,3.51,ramban,0.21,CRITICAL
Nov,north west,3.51,jayashankar bhupalapally,0.21,CRITICAL
Nov,jhabua,3.5,shajapur,0.21,CRITICAL
Nov,bhagalpur,3.5,dakshina kannada,0.21,CRITICAL
Nov,ujjain,3.5,virudhunagar,0.21,CRITICAL
Nov,shi yomi,3.5,east siang,0.21,CRITICAL
Nov,pakke kessang,3.5,udupi,0.21,CRITICAL
Nov,tamulpur,3.5,meluri,0.21,CRITICAL
Nov,pherzawl,3.5,ballari,0.21,CRITICAL
Nov,kamle,3.5,deeg,0.21,CRITICAL
Nov,agar-malwa,3.5,kurung kumey,0.21,CRITICAL
Nov,farrukhabad,3.5,wokha,0.21,CRITICAL
Nov,west garo hills,3.5,bikaner,0.21,CRITICAL
Nov,perambalur,3.5,bhadradri kothagudem,0.21,CRITICAL
Nov,bilaspur,3.5,tarn taran,0.21,CRITICAL
Nov,baramulla,3.5,nanded,0.21,CRITICAL
Nov,surat,3.5,jalgaon,0.21,CRITICAL
Nov,bhopal,3.5,dehradun,0.21,CRITICAL
Nov,ghaziabad,3.49,tumakuru,0.21,CRITICAL
Nov,moradabad,3.49,dakshin dinajpur,0.21,CRITICAL
Nov,jhansi,3.48,ballari,0.21,CRITICAL
Nov,bhind,3.48,chhatrapati sambhajinagar,0.21,CRITICAL
Nov,dhule,3.48,balasore,0.21,CRITICAL
Nov,namsai,3.48,solan,0.21,CRITICAL
Nov,sheikhpura,3.48,raisen,0.21,CRITICAL
Nov,ahilyanagar,3.47,tuensang,0.21,CRITICAL
Nov,bijapur,3.47,bageshwar,0.21,CRITICAL
Nov,dima hasao,3.47,west garo hills,0.21,CRITICAL
Nov,sangli,3.47,namsai,0.21,CRITICAL
Nov,valsad,3.47,sundargarh,0.21,CRITICAL
Nov,panch mahals,3.46,nirmal,0.21,CRITICAL
Nov,gopalganj,3.46,vellore,0.21,CRITICAL
Nov,jhalawar,3.46,dehradun,0.21,CRITICAL
Nov,etah,3.45,ramanathapuram,0.21,CRITICAL
Nov,balod,3.45,deogarh,0.21,CRITICAL
Nov,dahod,3.45,cuttack,0.21,CRITICAL
Nov,balodabazar-bhatapara,3.44,tonk,0.21,CRITICAL
Nov,vadodara,3.44,siaha,0.21,CRITICAL
Nov,latur,3.44,longding,0.21,CRITICAL
Nov,chennai,3.44,hapur,0.21,CRITICAL
Nov,latur,3.43,wanaparthy,0.21,CRITICAL
Nov,sambhal,3.43,adilabad,0.21,CRITICAL
Nov,dibang valley,3.43,haveri,0.21,CRITICAL
Nov,jashpur,3.43,fatehpur,0.21,CRITICAL
Nov,indore,3.42,jhabua,0.21,CRITICAL
Nov,chandrapur,3.42,singrauli,0.22,CRITICAL
Nov,ujjain,3.42,uttar dinajpur,0.22,CRITICAL
Nov,churachandpur,3.42,bidar,0.22,CRITICAL
Nov,arvalli,3.42,kolar,0.22,CRITICAL
Nov,mancherial,3.41,raisen,0.22,CRITICAL
Nov,ukhrul,3.41,satna,0.22,CRITICAL
Nov,rohtas,3.41,ganganagar,0.22,CRITICAL
Nov,kheda,3.41,ahilyanagar,0.22,CRITICAL
Nov,balodabazar-bhatapara,3.41,churu,0.22,CRITICAL
Nov,bhadradri kothagudem,3.4,kanniyakumari,0.22,CRITICAL
Nov,lower siang,3.4,south garo hills,0.22,CRITICAL
Nov,jamnagar,3.4,reasi,0.22,CRITICAL
Nov,kinnaur,3.39,kheri,0.22,CRITICAL
Nov,navsari,3.39,west karbi anglong,0.22,CRITICAL
Nov,siddharthnagar,3.39,kodagu,0.22,CRITICAL
Nov,bulandshahr,3.39,beed,0.22,CRITICAL
Nov,virudhunagar,3.39,dewas,0.22,CRITICAL
Nov,bareilly,3.38,balasore,0.22,CRITICAL
Nov,purbi champaran,3.38,patan,0.22,CRITICAL
Nov,senapati,3.38,jalpaiguri,0.22,CRITICAL
Nov,mangan,3.38,buldhana,0.22,CRITICAL
Nov,rajkot,3.38,datia,0.22,CRITICAL
Nov,changlang,3.37,balodabazar bhatapara,0.22,CRITICAL
Nov,mahasamund,3.37,mysuru,0.22,CRITICAL
Nov,gautam buddha nagar,3.37,una,0.22,CRITICAL
Nov,lucknow,3.37,mamit,0.22,CRITICAL
Nov,navsari,3.37,mandi,0.22,CRITICAL
Nov,tapi,3.36,deogarh,0.22,CRITICAL
Nov,khandwa (east nimar),3.36,hamirpur,0.22,CRITICAL
Nov,devbhumi dwarka,3.36,bengaluru south,0.22,CRITICAL
Nov,nashik,3.36,west kameng,0.22,CRITICAL
Nov,bhopal,3.36,jagatsinghapur,0.22,CRITICAL
Nov,malda,3.36,sirmaur,0.22,CRITICAL
Nov,sarangarh bilaigarh,3.35,jayashankar bhupalapally,0.22,CRITICAL
Nov,buldhana,3.35,khandwa east nimar,0.22,CRITICAL
Nov,panch mahals,3.35,aligarh,0.22,CRITICAL
Nov,east kameng,3.35,udham singh nagar,0.22,CRITICAL
Nov,pulwama,3.34,chikkamagaluru,0.22,CRITICAL
Nov,malerkotla,3.34,kendrapara,0.22,CRITICAL
Nov,churachandpur,3.34,longleng,0.22,CRITICAL
Nov,khairagarh-chhuikhadan-gandai,3.33,meluri,0.22,CRITICAL
Nov,mohla-manpur-ambagarh chouki,3.33,lower dibang valley,0.22,CRITICAL
Nov,kotputli behror,3.33,niuland,0.22,CRITICAL
Nov,khawzawl,3.33,phalodi,0.22,CRITICAL
Nov,muzaffarpur,3.33,mohla-manpur-ambagarh chouki,0.22,CRITICAL
Nov,jalna,3.33,mauganj,0.22,CRITICAL
Nov,durg,3.33,nuapada,0.22,CRITICAL
Nov,balrampur-ramanujganj,3.33,nandurbar,0.22,CRITICAL
Nov,solapur,3.32,kheri,0.22,CRITICAL
Nov,fatehgarh sahib,3.32,senapati,0.22,CRITICAL
Nov,jamnagar,3.32,barmer,0.22,CRITICAL
Nov,konaseema,3.31,chikkamagaluru,0.22,CRITICAL
Nov,chumoukedima,3.31,simdega,0.22,CRITICAL
Nov,ghaziabad,3.31,dewas,0.22,CRITICAL
Nov,gandhinagar,3.31,fazilka,0.22,CRITICAL
Nov,udham singh nagar,3.31,tehri garhwal,0.22,CRITICAL
Nov,north west,3.31,medak,0.22,CRITICAL
Nov,pulwama,3.31,nagpur,0.22,CRITICAL
Nov,auraiya,3.31,south west garo hills,0.22,CRITICAL
Nov,latur,3.3,thrissur,0.22,CRITICAL
Nov,poonch,3.3,shivamogga,0.22,CRITICAL
Nov,botad,3.3,birbhum,0.22,CRITICAL
Nov,washim,3.3,ludhiana,0.22,CRITICAL
Nov,nanded,3.29,south 24 parganas,0.22,CRITICAL
Nov,gir somnath,3.29,rajgarh,0.22,CRITICAL
Nov,chirang,3.29,paschim medinipur,0.22,CRITICAL
Nov,ntr,3.29,neemuch,0.23,CRITICAL
Nov,jamnagar,3.29,mungeli,0.23,CRITICAL
Nov,khunti,3.28,north garo hills,0.23,CRITICAL
Nov,kachchh,3.28,mahbubnagar,0.23,CRITICAL
Nov,gandhinagar,3.28,hailakandi,0.23,CRITICAL
Nov,north west,3.28,dharmapuri,0.23,CRITICAL
Nov,raipur,3.27,tiruchirappalli,0.23,CRITICAL
Nov,agar malwa,3.27,yadgir,0.23,CRITICAL
Nov,bankura,3.27,baran,0.23,CRITICAL
Nov,darjeeling,3.27,west jaintia hills,0.23,CRITICAL
Nov,chhindwara,3.27,lower subansiri,0.23,CRITICAL
Nov,chamba,3.27,bhilwara,0.23,CRITICAL
Nov,surat,3.27,chhindwara,0.23,CRITICAL
Nov,bemetara,3.27,bapatla,0.23,CRITICAL
Nov,uttar bastar kanker,3.26,west singhbhum,0.23,CRITICAL
Nov,kakching,3.26,indore,0.23,CRITICAL
Nov,rajnandgaon,3.26,navsari,0.23,CRITICAL
Nov,banas kantha,3.26,koraput,0.23,CRITICAL
Nov,gangtok,3.26,bathinda,0.23,CRITICAL
Nov,bharuch,3.26,uttarkashi,0.23,CRITICAL
Nov,narmadapuram,3.26,hassan,0.23,CRITICAL
Nov,hamirpur,3.26,akola,0.23,CRITICAL
Nov,perambalur,3.25,shrawasti,0.23,CRITICAL
Nov,chittoor,3.25,fatehabad,0.23,CRITICAL
Nov,shivpuri,3.25,jogulamba gadwal,0.23,CRITICAL
Nov,tawang,3.24,puri,0.23,CRITICAL
Nov,west siang,3.24,puducherry,0.23,CRITICAL
Nov,thoubal,3.24,nayagarh,0.23,CRITICAL
Nov,banda,3.23,west khasi hills,0.23,CRITICAL
Nov,jiribam,3.23,anuppur,0.23,CRITICAL
Nov,amravati,3.23,etawah,0.23,CRITICAL
Nov,sakti,3.23,karimnagar,0.23,CRITICAL
Nov,lohardaga,3.23,khowai,0.23,CRITICAL
Nov,amravati,3.23,tiruppur,0.23,CRITICAL
Nov,mauganj,3.23,south andaman,0.23,CRITICAL
Nov,neemuch,3.22,noklak,0.23,CRITICAL
Nov,palghar,3.22,gyalshing,0.23,CRITICAL
Nov,south west khasi hills,3.22,khairthal tijara,0.23,CRITICAL
Nov,kanpur dehat,3.22,purba medinipur,0.23,CRITICAL
Nov,godda,3.22,dehradun,0.23,CRITICAL
Nov,chirang,3.21,kurnool,0.23,CRITICAL
Nov,mahisagar,3.21,west jaintia hills,0.23,CRITICAL
Nov,chandigarh,3.21,manendragarh chirmiri bharatpur,0.23,CRITICAL
Nov,karnal,3.21,devbhumi dwarka,0.23,CRITICAL
Nov,bhilwara,3.21,vidisha,0.23,CRITICAL
Nov,sagar,3.2,lower subansiri,0.23,CRITICAL
Nov,morbi,3.2,kohima,0.23,CRITICAL
Nov,solapur,3.2,nagarkurnool,0.23,CRITICAL
Nov,purbi champaran,3.2,kullu,0.23,CRITICAL
Nov,kurung kumey,3.2,west tripura,0.23,CRITICAL
Nov,ri bhoi,3.2,bathinda,0.23,CRITICAL
Nov,pithoragarh,3.2,west singhbhum,0.23,CRITICAL
Nov,south west khasi hills,3.19,etah,0.23,CRITICAL
Nov,begusarai,3.19,sangli,0.23,CRITICAL
Nov,patan,3.19,kakching,0.23,CRITICAL
Nov,imphal west,3.19,harda,0.23,CRITICAL
Nov,gwalior,3.19,patiala,0.23,CRITICAL
Nov,saharsa,3.19,faridabad,0.23,CRITICAL
Nov,kanpur nagar,3.19,bankura,0.23,CRITICAL
Nov,khagaria,3.19,birbhum,0.23,CRITICAL
Nov,vadodara,3.19,hassan,0.23,CRITICAL
Nov,barwani,3.19,bhadrak,0.24,CRITICAL
Nov,east singhbhum,3.19,kra daadi,0.24,CRITICAL
Nov,westsinghbhum,3.18,akola,0.24,CRITICAL
Nov,devbhumi dwarka,3.18,cooch behar,0.24,CRITICAL
Nov,aurangabad,3.18,jiribam,0.24,CRITICAL
Nov,dangs,3.18,churachandpur,0.24,CRITICAL
Nov,udham singh nagar,3.18,gomati,0.24,CRITICAL
Nov,tirupathur,3.17,umaria,0.24,CRITICAL
Nov,churachandpur,3.17,dharashiv,0.24,CRITICAL
Nov,sarangarh bilaigarh,3.17,nabarangpur,0.24,CRITICAL
Nov,valsad,3.17,jalna,0.24,CRITICAL
Nov,didwana kuchaman,3.17,kumuram bheem asifabad,0.24,CRITICAL
Nov,nicobar,3.17,morbi,0.24,CRITICAL
Nov,south west,3.17,bengaluru urban,0.24,CRITICAL
Nov,yavatmal,3.16,kandhamal,0.24,CRITICAL
Nov,tiruchirappalli,3.16,kalahandi,0.24,CRITICAL
Nov,umaria,3.16,tawang,0.24,CRITICAL
Nov,gomati,3.16,shimla,0.24,CRITICAL
Nov,sangli,3.16,east godavari,0.24,CRITICAL
Nov,pratapgarh,3.16,chandrapur,0.24,CRITICAL
Nov,surguja,3.16,aligarh,0.24,CRITICAL
Nov,valsad,3.16,chikkaballapura,0.24,CRITICAL
Nov,banswara,3.16,champhai,0.24,CRITICAL
Nov,chhindwara,3.16,ajmer,0.24,CRITICAL
Nov,bilaspur,3.15,narsimhapur,0.24,CRITICAL
Nov,kheda,3.15,ananthapuramu,0.24,CRITICAL
Nov,vellore,3.15,south garo hills,0.24,CRITICAL
Nov,yavatmal,3.15,krishnagiri,0.24,CRITICAL
Nov,sonbhadra,3.15,nizamabad,0.24,CRITICAL
Nov,thoubal,3.15,kurukshetra,0.24,CRITICAL
Nov,ahilyanagar,3.15,banka,0.24,CRITICAL
Nov,meluri,3.14,tirap,0.24,CRITICAL
Nov,diu,3.14,north and middle andaman,0.24,CRITICAL
Nov,meerut,3.14,kalimpong,0.24,CRITICAL
Nov,dindigul,3.14,ananthapuramu,0.24,CRITICAL
Nov,nanded,3.13,chittoor,0.24,CRITICAL
Nov,alirajpur,3.13,tarn taran,0.24,CRITICAL
Nov,virudhunagar,3.13,mon,0.24,CRITICAL
Nov,meerut,3.13,wardha,0.24,CRITICAL
Nov,rampur,3.13,rohtak,0.24,CRITICAL
Nov,shivpuri,3.13,kottayam,0.24,CRITICAL
Nov,bokaro,3.12,peren,0.24,CRITICAL
Nov,yavatmal,3.12,ramanathapuram,0.24,CRITICAL
Nov,saharanpur,3.12,chitradurga,0.24,CRITICAL
Nov,wanaparthy,3.12,balangir,0.24,CRITICAL
Nov,howrah,3.12,rajnandgaon,0.24,CRITICAL
Nov,west siang,3.12,malappuram,0.24,CRITICAL
Nov,east khasi hills,3.12,durg,0.24,CRITICAL
Nov,faridabad,3.12,gadchiroli,0.24,CRITICAL
Nov,patna,3.12,west khasi hills,0.24,CRITICAL
Nov,paschim bardhaman,3.11,chhatarpur,0.24,CRITICAL
Nov,tapi,3.11,kandhamal,0.24,CRITICAL
Nov,bankura,3.11,saraikela kharsawan,0.24,CRITICAL
Nov,khairagarh-chhuikhadan-gandai,3.11,gondia,0.24,CRITICAL
Nov,kachchh,3.11,changlang,0.24,CRITICAL
Nov,jhabua,3.11,bahraich,0.24,CRITICAL
Nov,raipur,3.11,bargarh,0.24,CRITICAL
Nov,dhanbad,3.11,jalna,0.24,CRITICAL
Nov,baran,3.11,gurdaspur,0.24,CRITICAL
Nov,kabeerdham,3.11,sikar,0.24,CRITICAL
Nov,ambedkar nagar,3.1,tirap,0.24,CRITICAL
Nov,viluppuram,3.1,kaimur bhabua,0.25,CRITICAL
Nov,jalgaon,3.1,kendrapara,0.25,CRITICAL
Nov,dehradun,3.1,shamli,0.25,CRITICAL
Nov,rajkot,3.1,thoothukkudi,0.25,CRITICAL
Nov,tiruppur,3.1,kangra,0.25,CRITICAL
Nov,harda,3.1,dhenkanal,0.25,CRITICAL
Nov,nandyal,3.1,malkangiri,0.25,CRITICAL
Nov,banswara,3.1,haridwar,0.25,CRITICAL
Nov,pithoragarh,3.09,kangra,0.25,CRITICAL
Nov,dahod,3.09,virudhunagar,0.25,CRITICAL
Nov,buldhana,3.09,jhansi,0.25,CRITICAL
Nov,agar malwa,3.09,shimla,0.25,CRITICAL
Nov,vidisha,3.09,jajpur,0.25,CRITICAL
Nov,latehar,3.09,rupnagar,0.25,CRITICAL
Nov,lahaul and spiti,3.09,rudraprayag,0.25,CRITICAL
Nov,nanded,3.09,sri muktsar sahib,0.25,CRITICAL
Nov,datia,3.08,pulwama,0.25,CRITICAL
Nov,suryapet,3.08,kamareddy,0.25,CRITICAL
Nov,burhanpur,3.08,amritsar,0.25,CRITICAL
Nov,farrukhabad,3.08,imphal east,0.25,CRITICAL
Nov,kishanganj,3.08,tuensang,0.25,CRITICAL
Nov,pakur,3.08,sas nagar,0.25,CRITICAL
Nov,barabanki,3.07,almora,0.25,CRITICAL
Nov,rajouri,3.07,khargone west nimar,0.25,CRITICAL
Nov,durg,3.07,nuh,0.25,CRITICAL
Nov,west siang,3.07,sagar,0.25,CRITICAL
Nov,upper subansiri,3.07,bishnupur,0.25,CRITICAL
Nov,upper subansiri,3.07,erode,0.25,CRITICAL
Nov,jalgaon,3.07,murshidabad,0.25,CRITICAL
Nov,pakur,3.07,mancherial,0.25,CRITICAL
Nov,north and middle andaman,3.07,rewari,0.25,CRITICAL
Nov,shopian,3.06,buldhana,0.25,CRITICAL
Nov,panipat,3.06,niuland,0.25,CRITICAL
Nov,barpeta,3.06,saiha,0.25,CRITICAL
Nov,mahoba,3.06,longleng,0.25,CRITICAL
Nov,maihar,3.05,salumbar,0.25,CRITICAL
Nov,west,3.05,nicobar,0.25,CRITICAL
Nov,purbi champaran,3.05,tawang,0.25,CRITICAL
Nov,thoothukkudi,3.05,morena,0.25,CRITICAL
Nov,madurai,3.05,lower siang,0.25,CRITICAL
Nov,bhagalpur,3.05,dhanbad,0.25,CRITICAL
Nov,banka,3.04,lower siang,0.25,CRITICAL
Nov,agra,3.04,niuland,0.25,CRITICAL
Nov,tamenglong,3.04,niuland,0.25,CRITICAL
Nov,deeg,3.04,kra daadi,0.25,CRITICAL
Nov,anand,3.04,kra daadi,0.25,CRITICAL
Nov,narayanpur,3.04,shi yomi,0.25,CRITICAL
Nov,thiruvallur,3.04,nashik,0.25,CRITICAL
Nov,palamu,3.03,ujjain,0.25,CRITICAL
Nov,jalaun,3.03,parbhani,0.25,CRITICAL
Nov,nalanda,3.03,amravati,0.25,CRITICAL
Nov,nagapattinam,3.03,biswanath,0.25,CRITICAL
Nov,muzaffarnagar,3.03,parbhani,0.25,CRITICAL
Nov,rudraprayag,3.03,saraikela kharsawan,0.25,CRITICAL
Nov,barabanki,3.03,udalguri,0.25,CRITICAL
Nov,balrampur ramanujganj,3.03,sirmaur,0.25,CRITICAL
Nov,bulandshahr,3.03,gadchiroli,0.25,CRITICAL
Nov,uttar bastar kanker,3.03,nashik,0.25,CRITICAL
Nov,central,3.03,gajapati,0.25,CRITICAL
Nov,buldhana,3.02,cooch behar,0.25,CRITICAL
Nov,bilaspur,3.01,alappuzha,0.25,CRITICAL
Nov,thiruvarur,3.01,bagalkote,0.25,CRITICAL
Nov,kachchh,3.01,hanumakonda,0.25,CRITICAL
Nov,jalaun,3.01,karnal,0.25,CRITICAL
Nov,surat,3.01,balangir,0.25,CRITICAL
Nov,north tripura,3.01,khordha,0.25,CRITICAL
Nov,ujjain,3.01,nalgonda,0.25,CRITICAL
Nov,bundi,3.01,bharuch,0.25,CRITICAL
Nov,west garo hills,3.0,gwalior,0.25,CRITICAL
Nov,dharashiv,3.0,west siang,0.25,CRITICAL
Nov,tamenglong,3.0,mulugu,0.25,CRITICAL
Nov,leparada,3.0,senapati,0.25,CRITICAL
Nov,pherzawl,3.0,kapurthala,0.25,CRITICAL
Nov,pakke kessang,3.0,moga,0.25,CRITICAL
Nov,leparada,3.0,tapi,0.25,CRITICAL
Nov,hnahthial,3.0,west siang,0.25,CRITICAL
Nov,kotputli behror,3.0,sindhudurg,0.25,CRITICAL
Nov,khawzawl,3.0,jiribam,0.26,CRITICAL
Nov,leparada,3.0,dhenkanal,0.26,CRITICAL
Nov,shamator,3.0,kadapa,0.26,CRITICAL
Nov,manendragarh-chirmiri-bharatpur,3.0,bijnor,0.26,CRITICAL
Nov,north and middle andaman,3.0,baramulla,0.26,CRITICAL
Nov,sant kabir nagar,3.0,jhalawar,0.26,CRITICAL
Nov,nirmal,3.0,east jaintia hills,0.26,CRITICAL
Nov,gwalior,3.0,pauri garhwal,0.26,CRITICAL
Nov,ahmedabad,3.0,vikarabad,0.26,CRITICAL
Nov,cooch behar,2.99,gyalshing,0.26,CRITICAL
Nov,morena,2.99,chirang,0.26,CRITICAL
Nov,satara,2.99,godda,0.26,CRITICAL
Nov,lakhimpur kheri,2.99,sindhudurg,0.26,CRITICAL
Nov,gautam buddha nagar,2.99,salem,0.26,CRITICAL
Nov,cuttack,2.99,kurung kumey,0.26,CRITICAL
Nov,nirmal,2.99,deeg,0.26,CRITICAL
Nov,hamirpur,2.99,serchhip,0.26,CRITICAL
Nov,west,2.98,namakkal,0.26,CRITICAL
Nov,agar malwa,2.98,dausa,0.26,CRITICAL
Nov,murshidabad,2.98,chandauli,0.26,CRITICAL
Nov,tapi,2.98,bargarh,0.26,CRITICAL
Nov,katihar,2.98,jalpaiguri,0.26,CRITICAL
Nov,hyderabad,2.97,shahdol,0.26,CRITICAL
Nov,balodabazar bhatapara,2.97,karaikal,0.26,CRITICAL
Nov,kheda,2.97,ratnagiri,0.26,CRITICAL
Nov,samastipur,2.97,balangir,0.26,CRITICAL
Nov,bikaner,2.97,east jaintia hills,0.26,CRITICAL
Nov,niwari,2.97,wokha,0.26,CRITICAL
Nov,balrampur,2.97,shrawasti,0.26,CRITICAL
Nov,valsad,2.96,uttar dinajpur,0.26,CRITICAL
Nov,sheikhpura,2.96,rayagada,0.26,CRITICAL
Nov,uttar dinajpur,2.96,ambedkar nagar,0.26,CRITICAL
Nov,kullu,2.96,prakasam,0.26,CRITICAL
Nov,janjgir-champa,2.96,lunglei,0.26,CRITICAL
Nov,kota,2.96,ernakulam,0.26,CRITICAL
Nov,udaipur,2.96,satna,0.26,CRITICAL
Nov,dhamtari,2.96,dindigul,0.26,CRITICAL
Nov,lawngtlai,2.96,khammam,0.26,CRITICAL
Nov,lower dibang valley,2.96,wanaparthy,0.26,CRITICAL
Nov,kheri,2.96,lahaul and spiti,0.26,CRITICAL
Nov,konaseema,2.96,mahoba,0.26,CRITICAL
Nov,neemuch,2.95,gondia,0.26,CRITICAL
Nov,cuddalore,2.95,jagtial,0.26,CRITICAL
Nov,namchi,2.95,west tripura,0.26,CRITICAL
Nov,shaheed bhagat singh nagar,2.95,wardha,0.26,CRITICAL
Nov,churachandpur,2.94,coimbatore,0.26,CRITICAL
Nov,palghar,2.94,gorakhpur,0.26,CRITICAL
Nov,unakoti,2.94,thoubal,0.26,CRITICAL
Nov,haridwar,2.94,tirunelveli,0.26,CRITICAL
Nov,dangs,2.93,west tripura,0.26,CRITICAL
Nov,south west,2.93,unakoti,0.26,CRITICAL
Nov,arvalli,2.93,rewa,0.26,CRITICAL
Nov,north tripura,2.93,medak,0.26,CRITICAL
Nov,prayagraj,2.93,sangrur,0.26,CRITICAL
Nov,ukhrul,2.93,north and middle andaman,0.26,CRITICAL
Nov,kakching,2.93,sonepur,0.26,CRITICAL
Nov,sangli,2.93,kurung kumey,0.26,CRITICAL
Nov,madhepura,2.92,tinsukia,0.26,CRITICAL
Nov,agra,2.92,chitradurga,0.26,CRITICAL
Nov,east kameng,2.92,chandel,0.26,CRITICAL
Nov,bhandara,2.92,virudhunagar,0.26,CRITICAL
Nov,solapur,2.92,lunglei,0.26,CRITICAL
Nov,south,2.92,ratlam,0.26,CRITICAL
Nov,khandwa (east nimar),2.92,the nilgiris,0.26,CRITICAL
Nov,arwal,2.92,nellore,0.26,CRITICAL
Nov,pali,2.92,kinnaur,0.27,CRITICAL
Nov,purnia,2.92,hisar,0.27,CRITICAL
Nov,agar-malwa,2.92,almora,0.27,CRITICAL
Nov,shrawasti,2.92,damoh,0.27,CRITICAL
Nov,shajapur,2.92,zunheboto,0.27,CRITICAL
Nov,mayiladuthurai,2.91,kishtwar,0.27,CRITICAL
Nov,ahilyanagar,2.91,east khasi hills,0.27,CRITICAL
Nov,lakhimpur kheri,2.91,palwal,0.27,CRITICAL
Nov,saharsa,2.91,nuh,0.27,CRITICAL
Nov,satara,2.91,sehore,0.27,CRITICAL
Nov,hathras,2.91,bokaro,0.27,CRITICAL
Nov,junagadh,2.91,lower siang,0.27,CRITICAL
Nov,siang,2.91,north and middle andaman,0.27,CRITICAL
Nov,khairthal tijara,2.91,mamit,0.27,CRITICAL
Nov,paschim medinipur,2.91,gondia,0.27,CRITICAL
Nov,panchkula,2.91,alwar,0.27,CRITICAL
Nov,chandrapur,2.91,balodabazar bhatapara,0.27,CRITICAL
Nov,karaikal,2.9,chennai,0.27,CRITICAL
Nov,rudraprayag,2.9,mansa,0.27,CRITICAL
Nov,namakkal,2.9,aurangabad,0.27,CRITICAL
Nov,moradabad,2.9,karaikal,0.27,CRITICAL
Nov,sitamarhi,2.9,kozhikode,0.27,CRITICAL
Nov,surendranagar,2.9,umaria,0.27,CRITICAL
Nov,banswara,2.9,upper siang,0.27,CRITICAL
Nov,kaimur bhabua,2.9,thiruvallur,0.27,CRITICAL
Nov,godda,2.9,perambalur,0.27,CRITICAL
Nov,senapati,2.9,pudukkottai,0.27,CRITICAL
Nov,imphal east,2.89,tiruvannamalai,0.27,CRITICAL
Nov,deoghar,2.89,jabalpur,0.27,CRITICAL
Nov,westsinghbhum,2.89,tiruvannamalai,0.27,CRITICAL
Nov,moradabad,2.89,krishnagiri,0.27,CRITICAL
Nov,betul,2.89,jalore,0.27,CRITICAL
Nov,khairagarh chhuikhadan gandai,2.89,east garo hills,0.27,CRITICAL
Nov,sultanpur,2.89,west karbi anglong,0.27,CRITICAL
Nov,mahisagar,2.89,fatehgarh sahib,0.27,CRITICAL
Nov,aurangabad,2.89,namchi,0.27,CRITICAL
Nov,kotputli behror,2.89,namchi,0.27,CRITICAL
Nov,ranipet,2.89,saraikela kharsawan,0.27,CRITICAL
Nov,sagar,2.89,mayurbhanj,0.27,CRITICAL
Nov,bundi,2.89,ambala,0.27,CRITICAL
Nov,dadra and nagar haveli,2.89,rudraprayag,0.27,CRITICAL
Nov,porbandar,2.88,churu,0.27,CRITICAL
Nov,narmadapuram,2.88,madurai,0.27,CRITICAL
Nov,kolkata,2.88,davanagere,0.27,CRITICAL
