state,district,total_enrollment,total_biometric_updates,total_demographic_updates,total_updates,total_activity,drm_score,category
tripura,north_tripura,1488,47498,14931,62429,63917,0.9534396170033012,Very High Update Pressure
tripura,sepahijala,1728,19625,15325,34950,36678,0.9057745787665631,Low Update Pressure
tripura,south_tripura,2158,57556,30679,88235,90393,0.9522529399400396,Very High Update Pressure
tripura,unakoti,639,15733,3643,19376,20015,0.9361478890831876,High Update Pressure
tripura,west_tripura,2802,92260,44346,136606,139408,0.9598014461150006,Very High Update Pressure
uttar_pradesh,agra,29910,235048,175953,411001,440911,0.8643263606487477,Very Low Update Pressure
uttar_pradesh,aligarh,26192,199500,186462,385962,412154,0.8729018764830622,Very Low Update Pressure
uttar_pradesh,ambedkar_nagar,8002,87220,75756,162976,170978,0.9063973142743511,Low Update Pressure
uttar_pradesh,amethi,7197,93271,76280,169551,176748,0.9185620205037681,Moderate Update Pressure
uttar_pradesh,amroha,8226,92849,90908,183757,191983,0.91430491241412,Moderate Update Pressure
uttar_pradesh,auraiya,3733,63182,51799,114981,118714,0.9371093552571726,High Update Pressure
uttar_pradesh,ayodhya,8619,102307,85256,187563,196182,0.9121326115545769,Moderate Update Pressure
uttar_pradesh,azamgarh,20573,173398,159789,333187,353760,0.8836895070104025,Low Update Pressure
uttar_pradesh,baghpat,6840,58037,54921,112958,119798,0.8858077764236465,Low Update Pressure
uttar_pradesh,bahraich,39338,181078,129697,310775,350113,0.7752839797436828,Very Low Update Pressure
uttar_pradesh,ballia,9976,133005,104948,237953,247929,0.9195253479826886,Moderate Update Pressure
uttar_pradesh,balrampur,12324,102112,78076,180188,192512,0.8719664228723404,Very Low Update Pressure
uttar_pradesh,banda,10591,92491,69435,161926,172517,0.8772178973666364,Very Low Update Pressure
uttar_pradesh,bareilly,27811,234808,241742,476550,504361,0.8897178806450142,Low Update Pressure
uttar_pradesh,basti,10119,109201,84810,194011,204130,0.9008572968206535,Low Update Pressure
uttar_pradesh,bhadohi,5050,74723,61240,135963,141013,0.9283753980129492,Moderate Update Pressure
uttar_pradesh,bijnor,16851,217048,226859,443907,460758,0.9268553123331553,Moderate Update Pressure
uttar_pradesh,budaun,15529,110318,171339,281657,297186,0.8954930582194316,Low Update Pressure
uttar_pradesh,bulandshahr,17070,181052,175420,356472,373542,0.9086046548982444,Low Update Pressure
uttar_pradesh,chandauli,9566,90545,93604,184149,193715,0.901236352373332,Low Update Pressure
uttar_pradesh,chitrakoot,5401,62732,44547,107279,112680,0.9041356052538161,Low Update Pressure
uttar_pradesh,deoria,10257,138613,109251,247864,258121,0.9205256449494617,Moderate Update Pressure
uttar_pradesh,etah,11264,87429,61891,149320,160584,0.8597120510137997,Very Low Update Pressure
uttar_pradesh,etawah,7154,79095,62080,141175,148329,0.9035387550647547,Low Update Pressure
uttar_pradesh,farrukhabad,5870,77196,70138,147334,153204,0.9233701469935511,Moderate Update Pressure
uttar_pradesh,fatehpur,12333,117914,107120,225034,237367,0.8960849654754031,Low Update Pressure
uttar_pradesh,firozabad,12300,113767,139201,252968,265268,0.9072635975692507,Low Update Pressure
uttar_pradesh,gautam_buddha_nagar,18957,89441,153991,243432,262389,0.8555046133793719,Very Low Update Pressure
uttar_pradesh,ghaziabad,23070,192022,239761,431783,454853,0.8985606338751201,Low Update Pressure
uttar_pradesh,ghazipur,11288,145692,127840,273532,284820,0.9207359033775718,Moderate Update Pressure
uttar_pradesh,gonda,15267,152075,125916,277991,293258,0.8958800782928343,Low Update Pressure
uttar_pradesh,gorakhpur,19969,178164,158865,337029,356998,0.8881282248079821,Low Update Pressure
uttar_pradesh,hamirpur,3465,54687,42440,97127,100592,0.9311078415778591,High Update Pressure
uttar_pradesh,hapur,7262,56755,44282,101037,108299,0.8658898050766859,Very Low Update Pressure
uttar_pradesh,hardoi,25193,205097,143951,349048,374241,0.865364831752801,Very Low Update Pressure
uttar_pradesh,hathras,6493,80404,60658,141062,147555,0.9119921385246179,Moderate Update Pressure
uttar_pradesh,jalaun,5557,74682,60673,135355,140912,0.9211280799364142,Moderate Update Pressure
uttar_pradesh,jaunpur,15853,183080,155741,338821,354674,0.9106052318467099,Low Update Pressure
uttar_pradesh,jhansi,7160,112005,71841,183846,191006,0.9250285331350847,Moderate Update Pressure
uttar_pradesh,kannauj,6638,71653,59687,131340,137978,0.9037817623099335,Low Update Pressure
uttar_pradesh,kanpur_dehat,8017,75626,72089,147715,155732,0.8970410705571109,Low Update Pressure
uttar_pradesh,kanpur_nagar,24708,181438,170125,351563,376271,0.8686691241153318,Very Low Update Pressure
uttar_pradesh,kasganj,6341,74519,49707,124226,130567,0.9028697909885346,Low Update Pressure
uttar_pradesh,kaushambi,7463,97595,77012,174607,182070,0.9180205415499533,Moderate Update Pressure
uttar_pradesh,kushinagar,12187,147905,167395,315300,327487,0.9255726181497281,Moderate Update Pressure
uttar_pradesh,lalitpur,4753,75520,46802,122322,127075,0.9251937831988983,Moderate Update Pressure
uttar_pradesh,lucknow,25514,217390,209476,426866,452380,0.8872010256863698,Low Update Pressure
uttar_pradesh,mahoba,3020,46340,32304,78644,81664,0.9260384012539185,Moderate Update Pressure
uttar_pradesh,mahrajganj,17890,103126,108942,212068,229958,0.8444063698588438,Very Low Update Pressure
uttar_pradesh,mainpuri,11726,73791,69441,143232,154958,0.848655764787878,Very Low Update Pressure
uttar_pradesh,mathura,11746,119417,109289,228706,240452,0.902300667077005,Low Update Pressure
uttar_pradesh,mau,7579,87861,87700,175561,183140,0.9172327181391285,Moderate Update Pressure
uttar_pradesh,meerut,24027,173652,167219,340871,364898,0.8683084039923485,Very Low Update Pressure
uttar_pradesh,mirzapur,7645,108192,87276,195468,203113,0.9247217066362075,Moderate Update Pressure
uttar_pradesh,moradabad,21545,160474,163505,323979,345524,0.8752908625739456,Very Low Update Pressure
uttar_pradesh,muzaffarnagar,11949,169851,135633,305484,317433,0.9247148217104082,Moderate Update Pressure
uttar_pradesh,pilibhit,13635,135630,136263,271893,285528,0.9044927292594772,Low Update Pressure
uttar_pradesh,pratapgarh,10308,131960,104730,236690,246998,0.9165337371152803,Moderate Update Pressure
uttar_pradesh,prayagraj,16114,279133,215322,494455,510569,0.9368782671881764,High Update Pressure
uttar_pradesh,rae_bareli,9732,128747,108267,237014,246746,0.9211172622859134,Moderate Update Pressure
uttar_pradesh,rampur,20110,124942,155518,280460,300570,0.8661875769371528,Very Low Update Pressure
uttar_pradesh,saharanpur,19166,190716,167814,358530,377696,0.8985109717868338,Low Update Pressure
uttar_pradesh,sambhal,8677,103347,99589,202936,211613,0.9179918057964302,Moderate Update Pressure
uttar_pradesh,sant_kabir_nagar,6169,90540,79206,169746,175915,0.9298638547025552,High Update Pressure
uttar_pradesh,shahjahanpur,24291,154488,149472,303960,328251,0.8519974044252722,Very Low Update Pressure
uttar_pradesh,shamli,8200,103134,75614,178748,186948,0.9122750711427776,Moderate Update Pressure
uttar_pradesh,siddharthnagar,18354,107280,93643,200923,219277,0.8325953018328416,Very Low Update Pressure
uttar_pradesh,sitapur,30854,264311,169322,433633,464487,0.8671480579650238,Very Low Update Pressure
uttar_pradesh,sonbhadra,5034,103755,72077,175832,180866,0.9443344796700319,High Update Pressure
uttar_pradesh,sultanpur,11434,98465,82621,181086,192520,0.8812175358404322,Very Low Update Pressure
uttar_pradesh,unnao,19148,146390,124543,270933,290081,0.8679817016626391,Very Low Update Pressure
uttar_pradesh,varanasi,23334,182411,159498,341909,365243,0.8722275307124298,Very Low Update Pressure
uttarakhand,almora,1367,32409,15786,48195,49562,0.9448367701061297,High Update Pressure
uttarakhand,bageshwar,742,21495,6928,28423,29165,0.9491170924052803,Very High Update Pressure
uttarakhand,chamoli,1090,28402,11790,40192,41282,0.9471924809844484,Very High Update Pressure
uttarakhand,champawat,866,23214,12505,35719,36585,0.9526581932485991,Very High Update Pressure
uttarakhand,dehradun,9485,129280,82622,211902,221387,0.9143129452045513,Moderate Update Pressure
uttarakhand,haridwar,6101,135531,70087,205618,211719,0.9423670053230934,High Update Pressure
uttarakhand,nainital,3951,69361,49100,118461,122412,0.9354475051465543,High Update Pressure
uttarakhand,pauri_garhwal,1912,44096,21534,65630,67542,0.9433833762695804,High Update Pressure
uttarakhand,pithoragarh,1220,30183,14702,44885,46105,0.947077323500705,Very High Update Pressure
uttarakhand,rudraprayag,956,24178,7834,32012,32968,0.9420043678718758,High Update Pressure
uttarakhand,tehri_garhwal,2781,57281,25868,83149,85930,0.9352728965436984,High Update Pressure
uttarakhand,udham_singh_nagar,6095,144867,134865,279732,285827,0.9573518247051538,Very High Update Pressure
uttarakhand,uttarkashi,1132,24468,10021,34489,35621,0.9364419864686562,High Update Pressure
west_bengal,alipurduar,3673,7625,10834,18459,22132,0.6680824146032893,Very Low Update Pressure
west_bengal,bankura,11355,108049,145827,253876,265231,0.9143765246143928,Moderate Update Pressure
west_bengal,birbhum,15509,110194,151363,261557,277066,0.8880483350537417,Low Update Pressure
west_bengal,cooch_behar,18486,58365,193946,252311,270797,0.863469683932983,Very Low Update Pressure
west_bengal,dakshin_dinajpur,7969,46784,91097,137881,145850,0.8907233459033254,Low Update Pressure
west_bengal,darjeeling,8045,42688,61908,104596,112641,0.8571568079118616,Very Low Update Pressure
west_bengal,hooghly,15566,161308,183476,344784,360350,0.9136062161787152,Moderate Update Pressure
west_bengal,howrah,14282,127162,147773,274935,289217,0.9012367876023886,Low Update Pressure
west_bengal,jalpaiguri,10654,80643,187511,268154,278808,0.9235746463516111,Moderate Update Pressure
west_bengal,jhargram,962,4006,7258,11264,12226,0.8426304596761001,Very Low Update Pressure
west_bengal,kalimpong,513,723,2381,3104,3617,0.7163395078794581,Very Low Update Pressure
west_bengal,kolkata,10362,91012,106499,197511,207873,0.9003045128515968,Low Update Pressure
west_bengal,malda,17586,109535,219034,328569,346155,0.8983923386922044,Low Update Pressure
west_bengal,murshidabad,35911,219079,371953,591032,626943,0.8854409412019912,Low Update Pressure
west_bengal,nadia,17716,127801,192343,320144,337860,0.8951281595927307,Low Update Pressure
west_bengal,north_24_parganas,36380,238569,310222,548791,585171,0.8756602770814002,Very Low Update Pressure
west_bengal,paschim_bardhaman,1276,10105,210331,220436,221712,0.9884895720574439,Very High Update Pressure
west_bengal,paschim_medinipur,20951,167807,245050,412857,433808,0.9034088813484307,Low Update Pressure
west_bengal,purba_bardhaman,20655,208151,24451,232602,253257,0.8368850614198226,Very Low Update Pressure
west_bengal,purba_medinipur,16441,158073,128700,286773,303214,0.8915551392745718,Low Update Pressure
west_bengal,purulia,14002,95971,162347,258318,272320,0.8971650998824912,Low Update Pressure
west_bengal,south_24_parganas,38141,258018,443300,701318,739459,0.8968407984756424,Low Update Pressure
west_bengal,uttar_dinajpur,38905,92951,275133,368084,406989,0.8088154716712246,Very Low Update Pressure
